,Name,Rarity,Price
611,Fusion Conscription,Rare,1.41
612,"Gadarla, the Mystery Dust Kaiju",Rare,1.77
613,Galaxy Cyclone,Secret Rare,4.57
614,Galaxy-Eyes Full Armor Photon Dragon,Super Rare,1.99
615,"Gameciel, the Sea Turtle Kaiju",Rare,8.25
616,Grand Horn of Heaven,Common,1.36
617,Half Unbreak,Common,1.37
618,Harmonic Oscillation,Common,1.27
619,Humid Winds,Common,1.72
620,Igknight Cavalier,Common,1.49
621,Igknight Gallant,Common,1.28
622,Igknight Margrave,Common,1.32
623,Igknight Paladin,Common,1.69
624,Igknight Reload,Ultra Rare,1.53
625,Igknight Squire,Common,1.38
626,Igknight Templar,Ultra Rare,1.5
627,Igknight Veteran,Common,1.52
628,Ignition Phoenix,Common,1.37
629,Jar of Avarice,Secret Rare,1.79
630,"Jizukiru, the Star Destroying Kaiju",Rare,2.35
631,Kaiju Capture Mission,Common,1.55
632,Karma of the Destruction Swordsman,Common,1.37
633,Keeper of the Shrine,Common,1.49
634,"Kumongous, the Sticky String Kaiju",Rare,4.43
635,Kyoutou Waterfront,Common,1.58
636,Lose 1 Turn,Ultra Rare,1.76
637,Magical Abductor,Rare,1.75
638,Magma Dragon,Common,1.29
639,Majespecter Cat - Nekomata,Super Rare,1.47
640,Majespecter Crow - Yata,Common,1.33
641,Majespecter Fox - Kyubi,Common,1.29
642,Majespecter Raccoon - Bunbuku,Ultra Rare,5.54
643,Majespecter Sonics,Common,1.32
644,Majespecter Storm,Common,1.37
645,Majespecter Tempest,Common,1.31
646,Majespecter Tornado,Ultra Rare,1.45
647,Majespecter Unicorn - Kirin,Rare,3.34
648,Mistaken Accusation,Common,1.28
649,Moon Mirror Shield,Rare,3.76
650,Mystery Shell Dragon,Common,1.51
651,"Neptabyss, the Atlantean Prince",Ultra Rare,3.0
652,Number S39: Utopia Prime,Super Rare,4.08
653,Odd-Eyes Fusion,Secret Rare,1.65
654,Odd-Eyes Rebellion Dragon,Secret Rare,2.72
655,Odd-Eyes Vortex Dragon,Secret Rare,4.13
656,Opera the Melodious Diva,Common,1.39
657,Painful Decision,Secret Rare,3.31
658,Painful Escape,Secret Rare,1.33
659,Pendulum Reborn,Rare,1.35
660,Pendulum Rising,Common,1.29
661,Performage Flame Eater,Common,1.26
662,Performage Hat Tricker,Common,1.8
663,Performage Mirror Conductor,Common,1.31
664,Performage Stilts Launcher,Common,1.27
665,Performage Trapeze Magician,Rare,1.81
666,Performage Trick Clown,Common,1.37
667,Performance Hurricane,Common,1.31
668,Performapal Bit Bite Turtle,Common,1.24
669,Performapal Bowhopper,Common,1.31
670,Performapal Camelump,Common,1.3
671,Performapal Drummerilla,Common,1.29
672,Performapal Elephammer,Rare,1.44
673,Performapal Guitartle,Rare,1.48
674,Performapal Helpprincess,Rare,1.5
675,Performapal Lizardraw,Common,1.63
676,Performapal Pinch Helper,Common,1.25
677,Performapal Rain Goat,Common,1.25
678,Performapal Recasting,Common,1.4
679,Performapal Salutiger,Common,1.27
680,Performapal Secondonkey,Rare,1.37
681,Performapal Silver Claw,Common,1.29
682,Performapal Splashmammoth,Rare,1.37
683,Performapal Springoose,Common,1.27
684,Performapal Thunderhino,Common,1.33
685,Performapal Trump Girl,Common,1.27
686,Phantom Gryphon,Common,3.05
687,Pianissimo,Common,1.3
688,Pot of The Forbidden,Common,1.84
689,Primitive Butterfly,Common,1.75
690,Psychic Blade,Common,1.83
691,Putrid Pudding Body Buddies,Common,1.27
692,"Radian, the Multidimensional Kaiju",Rare,5.13
693,Raidraptor - Fuzzy Lanius,Common,1.39
694,Raidraptor - Mimicry Lanius,Common,1.81
695,Raidraptor - Return,Common,1.6
696,Raidraptor - Sharp Lanius,Common,1.33
697,Raidraptor - Singing Lanius,Common,1.5
698,Raidraptor - Skull Eagle,Common,1.5
699,Raidraptor - Wild Vulture,Common,1.41
700,Rank-Up-Magic Raptor's Force,Common,1.45
701,Raptor's Gust,Common,2.23
702,Raptor's Ultimate Mace,Common,1.31
703,Reject Reborn,Rare,1.36
704,"Retaliating ""C""",Common,1.69
705,Risebell the Summoner,Common,1.36
706,Robot Buster Destruction Sword,Common,2.19
707,Scarlight Red Dragon Archfiend,Secret Rare,6.95
708,Score the Melodious Diva,Common,1.29
709,Secret Blast,Common,1.43
710,Shiranui Samurai,Common,1.39
711,Shiranui Samuraisaga,Common,2.0
712,Shiranui Shogunsaga,Ultra Rare,3.33
713,Shiranui Smith,Common,2.22
714,Shiranui Spectralsword,Ultra Rare,1.59
715,Shiranui Spiritmaster,Rare,1.61
716,Shiranui Style Swallow's Slash,Common,1.83
717,Shiranui Style Synthesis,Common,1.66
718,Shuffle Reborn,Common,1.44
719,Side Effects?,Common,1.59
720,Solemn Strike,Secret Rare,7.66
721,Solo the Melodious Songstress,Common,1.28
722,Soprano the Melodious Songstress,Common,1.31
723,Sphere Kuriboh,Rare,2.21
724,Statue of Anguish Pattern,Common,2.02
725,Super Rush Headlong,Common,1.46
726,Super Soldier Rebirth,Common,1.41
727,Super Soldier Ritual,Rare,2.67
728,Super Soldier Shield,Ultra Rare,1.64
729,Super Soldier Soul,Common,1.96
730,Superheavy Samurai Big Waraji,Common,1.33
731,Superheavy Samurai Blowtorch,Common,1.31
732,Superheavy Samurai Drum,Common,1.54
733,Superheavy Samurai General Coral,Common,1.57
734,Superheavy Samurai General Jade,Common,1.54
735,Superheavy Samurai Gigagloves,Common,1.3
736,Superheavy Samurai Magnet,Common,1.42
737,Superheavy Samurai Prepped Defense,Common,1.3
738,Superheavy Samurai Soulbuster Gauntlet,Common,1.36
739,Superheavy Samurai Soulclaw,Common,3.61
740,Superheavy Samurai Soulhorns,Common,3.49
741,Superheavy Samurai Thief,Common,3.25
742,Superheavy Samurai Transporter,Common,1.63
743,Tamtam the Melodious Diva,Common,1.27
744,Tatsunoko,Secret Rare,1.56
745,The Melody of Awakening Dragon,Super Rare,2.43
746,Timebreaker Magician,Rare,1.71
747,Toon Barrel Dragon,Rare,2.25
748,Toon Buster Blader,Rare,1.8
749,Toon Cyber Dragon,Rare,2.57
750,Traptrix Rafflesia,Secret Rare,10.21
751,Trick Box,Common,1.31
752,"Twilight Ninja Getsuga, the Shogun",Rare,1.79
753,"Twilight Ninja Nichirin, the Chunin",Common,1.28
754,Twilight Ninja Shingetsu,Common,1.42
755,Twin Twisters,Super Rare,2.47
756,Ultimate Providence,Secret Rare,1.77
757,Wizard Buster Destruction Sword,Common,3.16
758,Xiangke Magician,Super Rare,2.34
759,Xiangsheng Magician,Super Rare,1.63
760,Zany Zebra,Common,1.32
761,"Aether, the Evil Empowering Dragon",Super Rare,0.69
762,Blue-Eyes Spirit Dragon,Ultra Rare,4.23
763,Blue-Eyes White Dragon,Ultra Rare,31.97
764,D/D/D Flame King Genghis,Super Rare,0.69
765,D/D/D Gust King Alexander,Super Rare,0.51
766,Dark Magician,Ultra Rare,5.59
767,"Dragonox, the Empowered Warrior",Super Rare,1.87
768,Ebon High Magician,Ultra Rare,0.61
769,Ghost Ogre & Snow Rabbit,Super Rare,2.14
770,Obelisk the Tormentor,Secret Rare,4.03
771,Performapal Pendulum Sorcerer,Super Rare,0.59
772,Slifer the Sky Dragon,Secret Rare,2.92
773,Amazing Pendulum,Common,1.26
774,Ancient Gear Howitzer,Common,1.51
775,Ancient Gear Hunting Hound,Common,1.7
776,Ancient Gear Reborn,Rare,2.77
777,Angel Trumpeter,Common,1.71
778,Apprentice Piper,Common,1.61
779,Assault Blackwing - Sayo the Rain Hider,Rare,1.37
780,Assault Blackwing - Sohaya the Rain Storm,Common,1.32
781,Bad Aim,Common,1.35
782,Beacon of White,Common,1.23
783,Beginning of Heaven and Earth,Common,1.49
784,Black Dragon Ninja,Common,1.97
785,Blackwing - Decay the Ill Wind,Common,1.35
786,Blackwing - Gofu the Vague Shadow,Common,1.37
787,Blackwing - Tornado the Reverse Wind,Common,1.34
788,Block Dragon,Ultra Rare,2.83
789,Blue-Eyes Twin Burst Dragon,Secret Rare,6.59
790,Bug Emergency,Common,1.78
791,Bug Matrix,Common,1.96
792,Caninetaur,Common,1.94
793,Card of the Soul,Common,1.89
794,Cipher Bit,Common,1.98
795,Cipher Etranger,Common,1.89
796,Cipher Mirror Knight,Common,1.26
797,Cipher Spectrum,Common,1.29
798,Cipher Twin Raptor,Common,1.85
799,Cosmic Cyclone,Secret Rare,10.39
800,Crystolic Potential,Common,1.26
801,Crystron Entry,Common,1.26
802,Crystron Impact,Common,1.27
803,Crystron Prasiortle,Common,1.31
804,Crystron Rion,Common,1.35
805,Crystron Rosenix,Common,1.82
806,Crystron Smiger,Common,1.33
807,Crystron Thystvern,Common,1.87
808,Cuben,Common,2.1
809,Cyber Tutubon,Common,1.34
810,D/D Savant Nikola,Common,1.39
811,D/D Savant Thomas,Rare,2.0
812,Dark Contract with the Entities,Ultra Rare,2.05
813,Dark Magic Expanded,Common,1.76
814,Dark Magical Circle,Secret Rare,5.8
815,Deskbot 009,Common,1.3
816,Deskbot Base,Common,1.33
817,Destruction Sword Memories,Common,3.77
818,Dicelops,Common,2.12
819,Digital Bug Centibit,Common,1.39
820,Digital Bug Cocoondenser,Common,1.9
821,Digital Bug Corebage,Common,1.86
822,Digital Bug Scaradiator,Common,1.26
823,Digital Bug Websolder,Common,1.27
824,Dimensional Barrier,Secret Rare,12.03
825,Dino-Sewing,Common,1.29
826,Dinomist Ankylos,Common,1.35
827,Dinomist Eruption,Common,1.35
828,Dinomist Spinos,Common,1.39
829,Doki Doki,Common,1.38
830,Double Cipher,Common,1.28
831,"Dragodies, the Empowered Warrior",Common,1.53
832,Dragon Core Hexer,Rare,1.82
833,Dragon Spirit of White,Ultra Rare,1.84
834,Drowning Mirror Force,Secret Rare,2.45
835,Dwarf Star Dragon Planeter,Common,1.31
836,Eater of Millions,Common,1.49
837,Empowerment,Common,2.0
838,Envoy of Chaos,Rare,1.7
839,Fairy Tail - Rella,Common,1.31
840,Fairy Tail - Sleeper,Common,1.89
841,Fairy Tail - Snow,Common,4.2
842,Finite Cards,Common,1.87
843,Floodgate Trap Hole,Ultra Rare,3.44
844,Foolish Burial Goods,Secret Rare,8.63
845,Forbidden Dark Contract with the Swamp King,Common,1.99
846,Forge of the True Dracos,Common,1.92
847,Frightfur Sanctuary,Common,1.34
848,Full Force Virus,Secret Rare,1.96
849,Fullmetalfoes Fusion,Super Rare,1.28
850,Fusion Fright Waltz,Common,2.09
851,Fusion Parasite,Rare,3.0
852,Fusion Recycling Plant,Rare,1.51
853,Fusion Tag,Rare,1.79
854,Geargia Change,Common,2.21
855,Geargianchor,Common,1.89
856,Gendo the Ascetic Monk,Common,1.28
857,Ghost Reaper & Winter Cherries,Secret Rare,5.23
858,Graceful Tear,Common,2.21
859,Heavy Freight Train Derricrane,Common,2.01
860,"Hebo, Lord of the River",Common,1.96
861,Hi-Speedroid Puzzle,Rare,1.68
862,Igknights Unite,Common,1.27
863,Illusion Magic,Rare,1.73
864,King Scarlet,Common,1.41
865,"Lector Pendulum, the Dracoverlord",Ultra Rare,1.93
866,Lightsworn Judgment,Common,1.43
867,Lost Wind,Rare,1.83
868,Magical Mid-Breaker Field,Common,1.94
869,Magical Something,Rare,1.29
870,Magician Navigation,Secret Rare,4.16
871,Magician of Dark Illusion,Super Rare,2.28
872,Magician's Robe,Common,1.59
873,Magician's Rod,Super Rare,5.8
874,Mare Mare,Common,1.59
875,Massivemorph,Common,1.89
876,"Master Peace, the True Dracoslayer",Ultra Rare,1.66
877,Master with Eyes of Blue,Common,1.32
878,Mausoleum of White,Rare,1.53
879,Mekanikal Arkfiend,Common,1.31
880,Metalfoes Adamante,Rare,2.12
881,Metalfoes Combination,Super Rare,1.25
882,Metalfoes Counter,Common,1.97
883,Metalfoes Crimsonite,Rare,1.87
884,Metalfoes Fusion,Super Rare,1.56
885,Metalfoes Goldriver,Rare,1.46
886,Metalfoes Mithrilium,Ultra Rare,1.31
887,Metalfoes Orichalc,Common,1.87
888,Metalfoes Silverd,Common,1.34
889,Metalfoes Steelen,Common,1.3
890,Metalfoes Volflame,Rare,1.61
891,Metamorformation,Super Rare,1.24
892,Metrognome,Common,1.28
893,Miscellaneousaurus,Common,1.47
894,Ninjitsu Art Notebook,Common,1.36
895,Odd-Eyes Raging Dragon,Ultra Rare,2.8
896,PSY-Frame Accelerator,Common,2.08
897,PSY-Frame Multi-Threader,Common,1.79
898,Paleozoic Anomalocaris,Super Rare,1.73
899,Paleozoic Canadia,Common,1.3
900,Paleozoic Dinomischus,Common,1.85
901,Paleozoic Eldonia,Common,2.02
902,Paleozoic Hallucigenia,Common,1.82
903,Paleozoic Leanchoilia,Common,1.33
904,Paleozoic Marrella,Common,2.14
905,Paleozoic Olenoides,Common,1.99
906,Paleozoic Opabinia,Super Rare,1.74
907,Paleozoic Pikaia,Common,1.94
908,Pandora's Jewelry Box,Common,1.27
909,Pendulum Hole,Common,2.03
910,Performapal Bot-Eyes Lizard,Common,2.15
911,Performapal Bubblebowwow,Common,1.28
912,Performapal Changeraffe,Common,1.26
913,Performapal Extra Slinger,Common,2.04
914,Performapal Fireflux,Common,1.32
915,Performapal Flip Hippo,Common,1.28
916,Performapal Gongato,Common,1.28
917,Performapal Handstandaccoon,Common,1.27
918,Performapal Inflater Tapir,Common,1.26
919,Performapal Life Swordsman,Common,1.28
920,Performapal Radish Horse,Common,1.89
921,Performapal Seal Eel,Common,1.27
922,Performapal Sellshell Crab,Common,1.27
923,Pre-Preparation of Rites,Super Rare,5.63
924,Predaplant Flytrap,Rare,1.44
925,Predaplant Moray Nepenthes,Common,1.77
926,Predaplant Squid Drosera,Common,1.86
927,Priestess with Eyes of Blue,Super Rare,1.4
928,Protector with Eyes of Blue,Common,1.35
929,Purushaddoll Aeon,Common,1.28
930,Quarantine,Common,1.85
931,Raidraptor - Avenge Vulture,Common,1.33
932,Raidraptor - Booster Strix,Common,2.07
933,Raidraptor - Pain Lanius,Common,2.08
934,Rank-Up-Magic Cipher Ascension,Common,1.3
935,Rank-Up-Magic Skip Force,Rare,3.75
936,Raremetalfoes Bismugear,Common,1.95
937,Re-dyce-cle,Common,2.21
938,Red Gardna,Common,1.64
939,Red Mirror,Common,1.83
940,Red Warg,Common,1.64
941,Revolving Switchyard,Common,2.34
942,Rise to Full Height,Common,1.89
943,Ritual Beast Return,Common,1.29
944,Rocket Hand,Common,1.94
945,Ryu Okami,Common,1.28
946,Scapeghost,Common,1.55
947,Sea Monster of Theseus,Secret Rare,4.23
948,Shinobaron Peacock,Rare,1.88
949,Shinobaroness Peacock,Rare,1.65
950,Shinobird Crane,Common,1.82
951,Shinobird Crow,Common,1.92
952,Shinobird Pigeon,Common,1.92
953,Shinobird Power Spot,Common,1.89
954,Shinobird Salvation,Common,2.11
955,Shinobird's Calling,Common,1.87
956,Shiranui Solitaire,Ultra Rare,2.83
957,Shiranui Style Samsara,Common,2.19
958,Shiranui Sunsaga,Rare,1.8
959,Speedroid Den-Den Daiko Duke,Rare,1.72
960,Speedroid Gum Prize,Common,2.16
961,Speedroid Horse Stilts,Common,1.31
962,Speedroid Pachingo-Kart,Rare,1.36
963,Spirit of the Fall Wind,Rare,1.73
964,Spiritual Beast Tamer Winda,Rare,2.15
965,Sprite's Blessing,Common,1.26
966,Stardust Sifr Divine Dragon,Ultra Rare,1.82
967,Starving Venom Fusion Dragon,Secret Rare,7.13
968,Summon Gate,Common,1.95
969,Super Anti-Kaiju War Machine Mecha-Dogoran,Rare,1.4
970,Super Hippo Carnival,Common,1.38
971,Super Quantal Alphan Spike,Common,1.92
972,Super Soldier Synthesis,Common,2.88
973,Superheavy Samurai Ninja Sarutobi,Rare,5.29
974,Superheavy Samurai Soulpeacemaker,Rare,10.59
975,Superheavy Samurai Stealth Ninja,Rare,1.42
976,Switcheroroo,Rare,1.34
977,Symph Amplifire,Common,2.1
978,Symphonic Warrior Guitaar,Common,1.7
979,Symphonic Warrior Miccs,Common,1.39
980,Symphonic Warrior Synthess,Common,1.96
981,Tenmataitei,Rare,1.29
982,Terminal World NEXT,Common,1.31
983,The Kaiju Files,Common,1.92
984,The Phantom Knights' Rank-Up-Magic Launch,Super Rare,1.58
985,The White Stone of Ancients,Ultra Rare,3.51
986,"Thunder King, the Lightningstrike Kaiju",Rare,2.93
987,Toadally Awesome,Secret Rare,6.85
988,Toon Dark Magician,Super Rare,5.68
989,Totem Five,Common,1.28
990,"True King Agnimazud, the Vanisher",Ultra Rare,1.85
991,"True King Bahrastos, the Fathomer",Ultra Rare,2.01
992,"True King Lithosagym, the Disaster",Super Rare,2.77
993,Tuning Gum,Rare,2.01
994,Unified Front,Common,2.14
995,Wightprincess,Common,3.0
996,Wonder Xyz,Common,1.39
997,World Carrotweight Champion,Common,2.16
998,Wrecker Panda,Common,1.27
999,Zap Mustung,Common,2.03
1000,Zodiac Sign,Common,1.88
1001,Zoodiac Barrage,Secret Rare,2.74
1002,Zoodiac Boarbow,Rare,2.27
1003,Zoodiac Broadbull,Secret Rare,2.72
1004,Zoodiac Bunnyblast,Common,1.63
1005,Zoodiac Combo,Common,1.44
1006,Zoodiac Drident,Secret Rare,3.3
1007,Zoodiac Ramram,Common,1.58
1008,Zoodiac Ratpier,Super Rare,1.57
1009,Zoodiac Thoroughblade,Ultra Rare,2.64
1010,Zoodiac Tigermortar,Ultra Rare,3.62
1011,Zoodiac Whiptail,Super Rare,1.71
1012,Blue-Eyes White Dragon,Secret Rare,5.49
1013,Dark Magician,Secret Rare,15.08
1014,Dreamland,Super Rare,1.65
1015,Elder Entity N'tss,Super Rare,5.72
1016,Number 68: Sanaphond the Sky Prison,Super Rare,0.51
1017,Pot of Desires,Ultra Rare,5.47
1018,Proxy Dragon,Ultra Rare,0.47
1019,Token,Ultra Rare,2.72
1020,Token,Ultra Rare,2.48
1021,Abyss Actor - Trendy Understudy,Common,1.97
1022,Air Cracking Storm,Common,1.23
1023,Altergeist Camouflage,Rare,1.35
1024,Altergeist Hexstia,Super Rare,1.74
1025,Altergeist Kunquery,Common,1.24
1026,Altergeist Manifestation,Super Rare,1.38
1027,Altergeist Marionetter,Ultra Rare,3.24
1028,Altergeist Meluseek,Ultra Rare,3.54
1029,Altergeist Primebanshee,Ultra Rare,4.62
1030,Altergeist Protocol,Super Rare,3.23
1031,Altergeist Silquitous,Super Rare,1.38
1032,Amano-Iwato,Common,2.61
1033,Amazoness Empress,Common,2.75
1034,Amazoness Pet Liger,Common,1.47
1035,Amazoness Spy,Common,1.32
1036,Ancient Gear Golem - Ultimate Pound,Common,1.93
1037,Anesthrokket Dragon,Common,1.83
1038,"Ariel, Priestess of the Nekroz",Rare,1.31
1039,Arrivalrivals,Ultra Rare,1.29
1040,Artifact Mjollnir,Common,1.88
1041,Artifact Vajra,Common,1.9
1042,Autorokket Dragon,Super Rare,1.24
1043,Back to the Front,Rare,1.74
1044,Backup Secretary,Common,1.34
1045,Backup Squad,Rare,1.31
1046,Baobaboon,Common,1.79
1047,Beckoned by the World Chalice,Common,1.8
1048,Bitrooper,Common,1.24
1049,Borrel Cooling,Common,1.26
1050,Borreload Dragon,Secret Rare,4.68
1051,Break Away,Common,1.19
1052,Break Off Trap Hole,Super Rare,1.3
1053,Broken Line,Ultra Rare,1.47
1054,Bug Signal,Common,1.92
1055,Burning Bamboo Sword,Common,1.83
1056,Call of the Archfiend,Common,1.86
1057,Capacitor Stalker,Common,1.89
1058,Chosen by the World Chalice,Common,1.94
1059,Column Switch,Common,1.23
1060,"Contact ""C""",Common,1.78
1061,Cracking Dragon,Super Rare,1.29
1062,Crowned by the World Chalice,Common,1.91
1063,Cyberse Beacon,Common,1.89
1064,Cynet Refresh,Common,1.25
1065,D.D. Seeker,Common,1.9
1066,Dai Dance,Common,1.16
1067,Dark World Brainwashing,Common,1.81
1068,Defect Compiler,Common,1.26
1069,Defense Zone,Common,1.98
1070,"Demise, King of Armageddon",Common,2.7
1071,Desmanian Devil,Rare,1.25
1072,Destiny HERO - Dangerous,Common,1.28
1073,Destrudo the Lost Dragon's Frisson,Rare,4.16
1074,Digital Bug LEDybug,Common,1.86
1075,Disciples of the True Dracophoenix,Common,1.61
1076,Double Resonator,Common,1.23
1077,Dragonic Diagram,Secret Rare,10.13
1078,Dragonoid Generator,Rare,1.28
1079,Duck Dummy,Common,1.29
1080,Elemental Grace Doriado,Rare,1.93
1081,Emerging Emergency Rescute Rescue,Common,2.25
1082,End of the World,Common,1.61
1083,Evenly Matched,Secret Rare,27.72
1084,F.A. Auto Navigator,Common,1.86
1085,F.A. Circuit Grand Prix,Common,1.24
1086,F.A. City Grand Prix,Common,1.19
1087,F.A. Downforce,Common,1.3
1088,F.A. Hang On Mach,Common,1.83
1089,F.A. Motorhome Transport,Common,1.84
1090,F.A. Off-Road Grand Prix,Common,1.97
1091,F.A. Pit Stop,Common,1.25
1092,F.A. Sonic Meister,Common,1.82
1093,F.A. Test Run,Common,1.21
1094,F.A. Turbo Charger,Common,1.2
1095,F.A. Whip Crosser,Common,1.24
1096,Familiar-Possessed - Lyna,Common,1.43
1097,Fantastic Striborg,Rare,1.26
1098,Fire Prison,Common,1.82
1099,Firewall Dragon,Secret Rare,6.59
1100,Flame Administrator,Common,1.23
1101,Flick Clown,Common,1.25
1102,Fuse Line,Secret Rare,1.31
1103,Galaxy Worm,Common,1.82
1104,Ghost Beef,Common,1.98
1105,Ghost Bird of Bewitchment,Rare,2.02
1106,Glory of the Noble Knights,Rare,1.95
1107,Gogogo Aristera & Dexia,Common,1.88
1108,Gouki Headbatt,Common,1.3
1109,Gouki Re-Match,Super Rare,1.35
1110,Gouki Riscorpio,Rare,1.79
1111,Gouki Suprex,Rare,1.74
1112,Gouki The Great Ogre,Super Rare,1.25
1113,Gouki Thunder Ogre,Ultra Rare,1.37
1114,Gouki Twistcobra,Super Rare,1.36
1115,Grappler Angler,Common,1.17
1116,Gravity Lash,Common,1.16
1117,Hack Worm,Common,1.79
1118,Heavy Storm Duster,Super Rare,1.74
1119,Heavymetalfoes Electrumite,Secret Rare,15.03
1120,"Hey, Trunade!",Secret Rare,3.54
1121,Ib the World Chalice Priestess,Super Rare,1.33
1122,Imduk the World Chalice Dragon,Rare,1.83
1123,Infernity Patriarch,Common,1.82
1124,Inspector Boarder,Secret Rare,2.77
1125,Jack Wyvern,Common,1.86
1126,"Jain, Twilightsworn General",Common,1.95
1127,Junk Breaker,Common,1.28
1128,Kaiser Sea Snake,Common,1.97
1129,Kuro-Obi Karate Spirit,Common,1.39
1130,Launcher Commander,Common,1.79
1131,Lee the World Chalice Fairy,Ultra Rare,1.34
1132,Leng Ling,Common,1.16
1133,Link Hole,Common,1.87
1134,Link Infra-Flier,Common,1.63
1135,Link Restart,Common,1.99
1136,Linkbelt Wall Dragon,Common,1.18
1137,Lockout Gardna,Common,1.25
1138,"Lumina, Twilightsworn Shaman",Secret Rare,1.91
1139,Lunalight Crimson Fox,Common,1.83
1140,Lunalight Kaleido Chick,Common,1.33
1141,"Lyla, Twilightsworn Enchantress",Super Rare,1.27
1142,Magician's Left Hand,Common,1.92
1143,Magician's Right Hand,Common,1.35
1144,Magnarokket Dragon,Ultra Rare,1.54
1145,Mahjong Munia Maidens,Common,1.95
1146,"Majesty Maiden, the True Dracocaster",Ultra Rare,1.56
1147,"Mariamne, the True Dracophoenix",Ultra Rare,1.36
1148,Mecha Phantom Beast Raiten,Common,1.27
1149,Mekk-Knight Blue Sky,Secret Rare,3.37
1150,Mekk-Knight Green Horizon,Common,1.95
1151,Mekk-Knight Indigo Eclipse,Super Rare,1.9
1152,Mekk-Knight Orange Sunset,Common,1.32
1153,Mekk-Knight Purple Nightfall,Secret Rare,5.12
1154,Mekk-Knight Red Moon,Rare,1.75
1155,Mekk-Knight Spectrum Supreme,Ultra Rare,1.82
1156,Mekk-Knight Yellow Star,Rare,1.89
1157,Mermail Abyssnerei,Common,1.29
1158,Metalrokket Dragon,Rare,1.32
1159,Mild Turkey,Common,1.92
1160,Motivating Captain,Rare,1.26
1161,Muscle Medic,Common,2.03
1162,Mythical Beast Master Cerberus,Secret Rare,5.57
1163,Nimble Beaver,Common,3.0
1164,Ningirsu the World Chalice Warrior,Secret Rare,2.04
1165,Ojama Duo,Common,3.06
1166,One-Time Passcode,Rare,1.45
1167,Onikuji,Common,1.93
1168,Oops!,Common,1.17
1169,Orbital Hydralander,Common,1.33
1170,Overdone Burial,Secret Rare,1.56
1171,Overtex Qoatlus,Super Rare,1.86
1172,Parallel Port Armor,Common,1.26
1173,Parry Knights,Common,1.36
